Year,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2009,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2010,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2011,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2012,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2013,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2014,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2015,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2016,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2017,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2018,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2019,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2020,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2021,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2022,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2023,EG_EGY_RNEW,231,TRT_MARINE,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2000,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2001,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2002,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2003,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2004,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2005,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2006,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2007,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,1e-05
2008,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,1e-05
2009,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.00032
2010,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.00031
2011,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0036
2012,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.01198
2013,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.03397
2014,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0903
2015,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.09522
2016,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.13156
2017,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.11393
2018,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.10958
2019,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.10667
2020,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.16973
2021,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.17344
2022,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.16895
2023,EG_EGY_RNEW,231,TRT_SOLAR,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.16461
2000,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2001,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2002,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2003,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2004,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2005,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2006,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2007,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2008,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2009,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2010,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.0
2011,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.86957
2012,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,0.84552
2013,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,1.73712
2014,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,1.69113
2015,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,3.11937
2016,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,3.03609
2017,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.95447
2018,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.87586
2019,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.79949
2020,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.72462
2021,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.65277
2022,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,3.22214
2023,EG_EGY_RNEW,231,TRT_WIND,W_PER_CAPITA,2025-03-11T00:00:00,A,0,2023,Year-end value for installed capacity (watts) and mid-year for population,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,2.51769
